id,followers,username,last_time,Hop
907712027036147713,2247,_MissNRN,667808,2
1320421418723610632,326,ramsiz_,667808,1
566044618,1578,Mubarak__oo,667808,1
312985202,152,dreadhead3stack,345148,1
1588242699643195399,410,JbfcTopMemba,667808,2
1097924911635595269,730,SanakiLeslie,667808,1
1362920731143770113,106,shemtree,487405,3
1458196040587358217,61,paakow_jnrr,667808,2
2557516189,477,killseptember,667808,1
1233823853299798021,1,KayondaN,320871,1
1223283206788657152,1394,dracoplaysdirty,667808,1
87594960,3774,the_monAlicia,667808,2
1017454195702681600,799,PhatJ8,667808,1
306860879,278,nayynastie,313421,1
2934324279,1031,mishaelly22,667808,1
1054470450653335552,787,gomeznath23,351483,1
1221605901624397825,359,postakal_,309056,0
509202054,362,NyjahNyj,306901,1
1271521692368752640,8,I_pulane,304711,2
374133982,215,SurfyTheWave,667808,1
1562271081872105472,174,hibuddyluv,667808,1
1217860670399578120,23,ImGene,301955,1
1256939180699107332,2902,15Asande,667808,2
1437156317777432581,124,Satapatata,301551,1
236231771,2706,CherryTNT_,667808,1
2688495071,608,kg_dari,667808,2
1382756855068393477,486,blackveraldo,667808,1
890626988,513,Roddgers021,277360,2
1502661423477964802,91,peacelovejer,260984,0
828539133643653120,2887,SemajThatWay,488771,1
874400106,469,__qxsc_,255813,1
797165679208202240,74,Kea_Mosolotsane,232724,2
498451810,1191,LetMeTlkMyShyt,228278,1
264203055,263,Mxnyawi,227908,1
1126948232150515717,82,SDemboiz,667808,1
1287376606433075200,2,Punkunush_,227712,0
2948614553,7158,ndinani__,667808,2
116933102,72,paaulosouuza,227216,1
749489223611260930,169,liiissetgarcia,226068,1
409358700,431,GayaTosh,223640,1
581878234,516,legenderifilms,223406,1
154790871,791,ScorpioDelizia,667808,2
64526358,893,_cayleejadee,667808,2
816804521053745152,972,wiza_chibale,667808,1
1580733009396998146,79,JoshuaIsiguzo_,667808,2
956274789857062912,701,__Ndaba,667808,1
886745946872262656,457,hummingbird658,667808,2
191839467,1004,whereiswale,667808,2
2453115763,68,clasicxchrome,182539,1
1638402020947230721,10,SimosezweN33727,181574,1
1340920411651887104,178,DomCobb14,177247,1
1399175913435242496,8,Juan29312285,604278,1
50714740,1067,QueenThuggin,667808,3
1470529147,5842,emilyestrada39,667808,1
2284246259,1224,payno_heart1D,160422,1
757736309062529024,173,ssubriya,160314,1
1331732498716430336,389,ficklefeminist,667808,3
715240068,1297,KingKB_1,153837,2
1693307587,826,__RhiannonJade,153400,1
1526380267451170816,27,AybeeRuby,153072,1
1622831212027944962,16,ZuuLuuh_12,152223,0
352017511,477,kingjustinv,667808,1
1527253529894834181,244,acoffllc,667808,3
1540011083456454657,343,breeeandrew,667808,1
955394538197143552,52,morgiesketit,143822,0
800764116881158144,2120,thesecondborn_,667808,1
627375109,682,CrewKanikule,164668,2
51970520,97,_niabailey,667808,1
21171737,521,Wallyography,139544,2
3098685534,1485,RandomlyAimless,667808,2
470231033,487,C_Dilice,135873,0
751928788439752704,29,rino0026,135350,1
52828637,2152,dezzie516,667808,1
1421828489515315210,16,dealingwithmybs,134666,2
1577344287737536513,90,sweetchees___,133696,3
1617055409113538562,166,KingColeVA,133531,0
1180173969321791488,561,tokabokaaa,132376,1
214731434,2455,drraagonboy,667808,2
43189236,730,AWillByTheWay,136297,1
228931869,530,kindanotmani,129661,1
1423976632574951424,33,Gracee_laurenx,129607,1
3375342137,943,Wehibbb,568869,2
139517565,3146,tybarber_,667808,1
1644929066,2222,sunhnity,128797,0
876943026,1843,trvpic4l,128710,1
3498513743,212,meriimanel,566216,2
1084450948544692224,53,topherChriiis,125916,1
87810315,564,wizrd_k,125612,1
295852979,154,uNcL3LoK0,124965,2
972363553,1345,AMVNDALYNN,667808,2
1303416865373532160,128,LexFit4U,124713,1
185618166,552,KxngKwame,667808,1
20436728,1280,theSHINEprjct,124271,1
1060953780991262721,4352,opeTubora_,667808,2
221203908,1883,ssm_xoxobaby,667808,1
1071774414818168834,920,TeeeeeLV,667808,1
953611466506108928,2458,ZeeKansiime,667808,1
1509097537625636873,34,shays_say2,123446,1
1530033186989817856,116,SIVADTHEROYAL,118648,0
55391324,528,YOgirlzBF,117422,1
3352961590,957,gbemiova,116761,1
1630558023629389824,1511,akuffubeaa,667808,1
1096518985603076097,1045,Robsonstvnna,580676,1
788887695393259520,64,Fyss_D,114333,0
253826483,399,YaBoyIsTheTruth,112818,2
438071496,290,Dyne_PhO,112621,0
561672501,370,SirSavani,667808,2
1098561358847766529,644,CHABADIILE,667808,2
1204091816909430784,189,savvysensai,110845,1
1495438194967519233,558,thetunde_azeez,667808,1
3652602922,483,BecksBeckss,667808,3
1087463733482393601,659,hesblonder,431636,3
3385867733,880,vhictor_,667808,2
2234259057,2395,maimbo_kush,667808,2
103839807,2855,McMwiti,667808,3
440669754,3256,_beingFrank_,667808,4
953529239210471424,108,Bigskoolyy,667808,1
1169648798634827778,423,dropsofmo_,667808,2
2422808220,130,evvrry,667808,3
171214072,2035,ajascogram,667808,2
1405815695892533251,442,__ozie,667808,3
420833763,862,_usherrr,94368,1
4794675392,256,Thothi_N,94160,1
315216445,552,IAmTatianaImani,93060,0
199232443,596,DianaInnocent,92230,1
1464001758615805959,0,BabyItsChelseyy,91703,0
1185773258756546566,43,librascales1010,667808,1
1360781131747102724,1332,CurlyHeavenn,667808,1
1214897128356687873,43,Pablobillz1,86908,1
1220143284166840320,524,LuvUnicki,667808,2
328666050,401,smurffdurff69,667808,4
159551228,1224,CallMeTave,667808,1
785667382224293888,232,comradealex_,84602,0
707543869,463,Kayla_H_650,667808,3
319786012,811,_Emperorr,667808,2
731451982116839424,104,Amadeus_Roy,667808,2
175112622,905,LOFT_SSO,667808,1
1531499119025463298,26,iamrealbayo,83815,1
1240529423541010432,129,quatreroku,83484,0
166345686,254,mermaid_ab,82264,1
1277007935546306563,30,YoGirlLexii,82033,1
1215501355714011136,133,mackey_jermaine,667808,2
196823783,1247,vanillahontas,667808,3
1051272894377025536,480,fleetchyeetos,667808,3
50223029,1320,YoSoyKiea,667808,2
67194322,661,pmarg77,79581,1
1307920811316183040,51,CocoGabrielle3,79511,2
1114905612624781312,508,EYucee,667808,1
30080724,500,Drea_Duhh,78419,1
1571944020548501506,9,Sapphirefloor,78376,0
25639875,4610,BlooWoods,667808,1
1583073746033823747,96,_NerriG91,667808,1
1955354868,515,AKARENRDRGZ,78114,1
1482440929726316546,328,EmilyOniKabba,667808,3
351292645,1227,thapolokiidd,667808,1
1314233996675624962,177,Mzeemhot,667808,2
1344955755892502529,284,seesosarun,667808,2
1651158816,983,zannotti_,667808,1
257538337,6644,evelyn__c,77809,1
936163274743218176,1846,kafui_queen,667808,2
1141765947734319106,2631,aldotgee,667808,2
4825732160,868,earldawizrd430,76582,2
61959613,1523,MrHunterSeals,75852,1
3296873505,314,Ruben_micael1,128542,0
959853381899706368,907,Yes_Dee_No2,667808,3
1110816018,649,Blackrosess_,667808,2
738800754773872640,215,WelshGamer88,74783,0
1121944407471722501,206,iamhamzahridwan,667808,2
630767815,1004,30gang_Dada,74550,0
2959342203,193,WillyWonka4151,150446,3
1636529399842455553,10,itsluluholly,73779,1
2237112065,239,SirOla_,73768,2
1056540500843511817,498,VictoryNichola1,667808,3
1128610207758716928,180,dracon9an,72759,0
1521467254898057216,3503,petiteback_,667808,2
263049187,1827,Andi_Mbali,667808,2
858179647,1863,Lmfeka_,667808,2
132155390,483,SouthySavage,71964,1
1360849708432916482,6425,NaughtyBoss_,667808,2
1211725461450936320,50,AzurMaconnerie,69766,0
1345050344561274881,380,SabaSpeaking,69277,0
792355267392471040,467,Joshlamar_,667808,2
61116252,262,Badiambo,68643,1
2891642577,64,bekaa__aa,68386,0
1591208010122084352,33,C__ssszr,68240,1
3130214005,1409,Thatigboboy1,667808,2
1446549921801203713,15,JBTheTherapist,667808,1
770891435700805632,319,_cutestsyl,667808,2
2886917674,952,clameronchowder,67256,2
1321593108434477058,4874,Arclighttt,667808,2
1859839506,5857,_TyonnaKeyz_,667808,2
1199598879794176008,186,OmifeTension,667808,2
2197378684,213,J_LasYorker,66180,1
79539922,648,astoldbygab_,66019,1
135700692,685,PhillyFrieza,64800,1
958091204826222597,2713,damiben_el,667808,1
1207976412466024448,280,seifwtf,64511,1
1147359227129683968,197,heyitscandicia,64495,1
1263257280725880835,600,Blavkson,667808,2
1336102853493071872,140,joaobpq,63005,1
26367982,1391,MuzikAddik,667808,1
240550755,408,__BieJ,62361,1
914769176903995392,448,sisqqoo,667808,3
387173839,1145,Liladiqs14,667808,2
1179074749332443136,6360,kwanelemkhize_,667808,2
26519433,170,_The_R,61741,0
765257070945927168,581,femto_ace,667808,2
1321914632001388544,520,LuhBrwnSkinBae,667808,1
871294027840315392,413,Ttost3,667808,1
2934654568,318,1coisadecadavez,60277,1
1603447723046453253,431,_aloading3,667808,2
2763569676,136,plsctrldough,59349,2
84966963,1721,uche_alua,667808,2
1101603324011466752,142,Wanderlust_bae,59016,1
909499482,1276,Itsashtonmartin,667808,3
296990164,682,___mkf,667808,1
1245489707632525315,264,BigxSpiderx,59813,1
276639161,327,mohhan443,57862,0
1130570910120009729,4706,MahiaSinn,667808,1
812149888012189696,456,KA_AriannaMonea,667808,1
1488246588,37,Crazybuitiful,57416,1
4741432189,344,Brilee_Albrecht,112515,0
335815382,1891,Sadmoo1,667808,1
1477828484009504772,257,ShaneDylxn,238361,1
94041125,435,girlkaylaaaa,69927,1
1483158493238644739,43,Nabeela95825879,56290,0
866808844227366913,252,champagxnemelan,55916,1
1511600685489528832,88,sincerelyourdj,55770,0
50459215,689,Portia_Jeanean,667808,1
1430988844019687428,691,DonCorBreeze,667808,2
2601912382,3620,_the_dreyy,667808,2
304533798,588,bla_ckwell,54904,1
1073368721417211904,567,sharon_simango,319721,2
158293891,1173,Same_Laz,667808,2
379281659,476,rehanjaym,667808,1
2745185051,394,mancmcdonald74,55120,1
1028560746664345600,493,__Nauti,53967,1
20763644,1176,ThatGirlAlli23,53530,1
2513978834,43,h0tttsh0ttt,53464,1
221312695,546,daisienitan,53362,0
3430436165,789,visionbymtjet,53231,0
880693204101853188,60,Adrian13_m,52976,1
1122913227451641859,873,ptyflaka,591160,1
980892947855151104,290,JNilyael,52656,0
1298856621842608129,503,_SmithNWesson,667808,2
126820228,474,kaymetitiri,51516,2
1371958942134325251,67,xzale_,124061,0
3654443363,578,chrisaaann__,667808,1
277266096,261,Butlerswagg33,50798,1
4699906608,386,mayo_dada,667808,0
1175456016818954240,329,Panoni6,667808,2
54059204,343,JordanCordel,50256,1
1325826041424670721,29,Summeralakes,50144,1
1351518814677192705,1213,kaycthagod,667808,2
2943176458,183,heelanieshadday,667808,2
1557978599252271104,105,lewserafim,49065,0
1461773975265107976,105,eudaimaniacal,48334,0
896467529442447362,686,Its_thomax,139183,1
1620485505732190211,8,BonitaLatina19,47973,1
707609814,711,yoboyojae,667808,3
940430425910112259,1542,IRISRANGELL,667808,2
70802744,447,_LaurynWhitaker,47540,1
1427281022559920131,141,garaa_hd3zz,47324,0
77646250,940,AdoreMy_Essence,667808,1
43625042,3483,NonchalantAge,667808,2
3242757405,507,toridashae,46913,1
3407772663,904,luciejuciee,46673,1
1539208825441505280,569,notyourbruvvvv,667808,2
1585695466821386251,24,RealisticHeaux,46095,0
1392339949236768773,9,tez1of1,45908,1
76134117,182,UE_Ent,45782,1
57994710,249,Salisha_920,45534,1
3805810635,334,ohhmands,45107,0
1177654630156767232,1585,SadBoySouthKin1,534269,1
802286587,3220,YinkaSZN,667808,2
1340538548072689664,23,dhruv_chinta,44735,1
3377578781,1139,Shvkes_IIyambo,667808,3
706497622349991937,437,XiimenaArriiaga,44569,1
1500916515595509770,135,KayR_333,44245,1
1098022063774855169,44,logan__wehrly97,44112,1
2233613696,167,BeddieWap,88095,1
43753381,1336,youlovebrittums,667808,2
1214816140263858176,20,H3BX1,43557,0
1067117468643143680,1070,Thulaganyo_K,667808,3
294075771,1596,iamMicPro,667808,2
1382778242524930050,110,85kgs,53244,1
21789793,318,kimberlimonique,42863,1
228439457,5539,GOLD_YYY,667808,2
855020730,794,sooull15,667808,1
779066416624496641,410,GunPlay__,42165,0
276814118,6941,_BooShiesty,667808,1
1012464301,748,KIN9999999,41943,1
1599309066827960321,14,supersbuda,41897,2
339282080,152,ImGrownTho,41811,2
1972938451,286,PeterCusty,41810,2
1477563956696920067,97,MansaWestaf,41623,3
1603758885600362497,53,KeziahMfula,667808,2
1494576132,1300,SebaMesaa,61472,1
1007341107489804288,215,_duenezj,50144,1
937700653,314,Sxrguei,41208,0
718490959,390,Model__G,40968,1
1260840195999641600,5429,teopistafoyo,667808,2
635417907,957,bajan_empz,667808,1
1104239198,312,madbaby_rufeo,667808,1
1169644855422849025,256,larekix_,40630,1
85152112,816,nilla2cheeks,667808,1
1111104089440555009,266,l0wkeysh1t,53821,2
464911525,2244,LKRKiD,667808,1
3351233834,511,Zo_Lo44,60099,0
1149015708879282176,59,Jay_meeezy,667808,2
541893196,1496,shisha7amya,39765,2
1593399392807129088,45,rnbjkoo,39696,0
1087949695949918211,352,lvxarianna,667808,2
810791327021596672,120,mapianojol,39488,1
587930668,1257,dariansama,39308,1
1028448372,184,jason_marais93,667808,1
621642369,558,seekchic_tee,39881,1
1662461406,148,mufc_s7,38797,1
1679301018,1448,Tshepo_Berry,667808,1
1229929054272249856,56,AkashicCrystal,38649,2
468727832,243,D3Load3D,38625,1
1479586778713505793,3870,AliyahNoContext,667808,3
